id,word_count,contype_count,total_think,total_time,action_count,total_actiontime,keyboard_count,media_count,other_count,unknown_count,dc0,dc1,dc2,dc3,dc4,dc5,dc6,dc7,dc8,dc9,md0,md1,md2,md3,md4,ml0,ml1,ml2,ml3,ml4,pl0,pl1,pl2,pl3,pl4,rl0,rl1,rl2,rl3,rl4,rc0,rc1,rc2,rc3,rc4,ac0,ac1,ac2,ac3,ac4,ac5,consecutive_input_count,consecutive_input_max,consecutive_input_mean,consecutive_input_mid,consecutive_input_var
330e0852,239,534,1601592.0,1775736,1918,190325,568,0,0,33,1678,0,0,0,0,239,0,0,0,1,1918,0,0,0,0,1918,0,0,0,0,1918,0,0,0,0,1918,0,0,0,0,1918,0,0,0,0,40,1639,239,0,0,0,137,52,10.891304347826088,8.0,107.4736925015753
331c5ed4,369,1192,1483767.0,1737372,3281,296743,1062,0,0,63,2754,0,3,3,1,512,1,2,3,2,3281,0,0,0,0,3281,0,0,0,0,3281,0,0,0,0,3280,1,0,0,0,3281,0,0,0,0,99,2670,511,0,1,0,191,82,12.916666666666666,8.0,202.15972222222226
3320a922,353,89,1551208.0,1828988,3139,282320,986,0,0,90,2673,2,2,2,1,452,2,1,1,3,3139,0,0,0,0,3139,0,0,0,0,3139,0,0,0,0,3139,0,0,0,0,3139,0,0,0,0,133,2561,445,0,0,0,197,92,11.93939393939394,4.0,308.178145087236
332aaadc,532,1883,1360736.0,1715131,4777,392851,1825,0,0,67,4156,0,0,5,13,591,0,0,3,9,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,816,3551,410,0,0,0,120,163,28.363636363636363,17.0,971.7520661157025
3330a3c2,223,1146,1505707.0,1721112,2155,281292,748,0,0,53,1772,0,0,4,3,369,0,0,3,4,2155,0,0,0,0,2155,0,0,0,0,2155,0,0,0,0,2155,0,0,0,0,2155,0,0,0,0,105,1685,365,0,0,0,112,62,13.929203539823009,10.0,204.08348343644764
335fc8c4,575,508,1422713.0,1785059,4512,368373,1364,0,0,88,3934,2,2,1,11,549,1,2,2,8,4512,0,0,0,0,4512,0,0,0,0,4512,0,0,0,0,4511,1,0,0,0,4512,0,0,0,0,140,3823,548,0,1,0,213,98,16.873831775700936,13.0,283.36258625207444
339ef1f1,215,75,1501908.0,1637258,1693,135350,450,0,0,36,1644,1,2,3,2,33,0,2,3,3,1693,0,0,0,0,1693,0,0,0,0,1693,0,0,0,0,1693,0,0,0,0,1693,0,0,0,0,70,1592,31,0,0,0,68,146,22.10144927536232,9.0,894.17811384163
33e55b8e,412,456,1584319.0,1836154,3087,258007,1043,0,0,66,2785,20,8,12,52,132,12,5,15,46,3087,0,0,0,0,3087,0,0,0,0,3087,0,0,0,0,3087,0,0,0,0,3087,0,0,0,0,501,2486,100,0,0,0,113,109,20.82456140350877,15.5,459.6885195444753
3402f8b4,338,287,1049459.0,1332447,2525,289246,549,0,0,51,2436,3,1,0,8,61,2,2,2,10,2525,0,0,0,0,2525,0,0,0,0,2525,0,0,0,0,2524,0,0,1,0,2524,0,1,0,0,64,2402,58,0,1,0,57,148,40.43103448275862,24.0,1725.555588585018
3430ffd9,238,908,1527458.0,1794937,2061,301076,582,0,0,20,1951,5,3,2,6,77,5,3,1,8,2061,0,0,0,0,2061,0,0,0,0,2061,0,0,0,0,2057,2,1,0,1,2060,0,0,0,1,55,1924,77,0,5,0,61,365,30.06451612903226,22.0,2420.4474505723197
34374e3a,202,464,1497226.0,1798361,3118,324543,1594,0,0,33,2285,1,2,2,1,824,0,0,0,3,3118,0,0,0,0,3118,0,0,0,0,3118,0,0,0,0,3118,0,0,0,0,3118,0,0,0,0,522,1845,751,0,0,0,178,129,9.318435754189943,4.0,180.8203863799507
347a3473,1141,4777,936737.0,1687060,8189,959581,2019,0,0,149,7723,0,1,1,2,460,0,0,0,2,8189,0,0,0,0,8189,0,0,0,0,8189,0,0,0,0,8189,0,0,0,0,8189,0,0,0,0,435,7356,398,0,0,0,236,161,30.046413502109704,20.0,1060.3564955758516
349165a7,435,1456,1431292.0,1796379,3071,432614,780,2,0,48,2811,1,0,1,5,246,2,0,1,4,3071,0,0,0,0,3071,0,0,0,0,3070,0,0,1,0,3071,0,0,0,0,3070,0,0,1,0,52,2771,247,1,0,0,110,138,23.972972972972972,15.0,645.4136839542246
34e6276d,434,1077,1301629.0,1788612,3329,514665,1102,0,0,66,2865,1,2,2,11,438,2,1,1,6,3329,0,0,0,0,3329,0,0,0,0,3329,0,0,0,0,3326,2,1,0,0,3329,0,0,0,0,123,2765,438,0,3,0,105,137,25.10377358490566,13.0,890.3382876468496
34e9c080,204,51,1614277.0,1800552,1965,186569,815,0,0,17,1651,7,2,7,19,253,6,3,4,13,1965,0,0,0,0,1965,0,0,0,0,1965,0,0,0,0,1965,0,0,0,0,1965,0,0,0,0,94,1618,253,0,0,0,54,250,28.436363636363637,7.0,2056.209586776859
3507df06,242,279,1562342.0,1739082,1836,184497,705,0,0,28,1566,0,1,1,1,263,0,1,0,3,1836,0,0,0,0,1836,0,0,0,0,1836,0,0,0,0,1835,0,1,0,0,1836,0,0,0,0,70,1526,239,0,1,0,101,137,13.980392156862745,2.0,675.8819684736635
350bf2fc,523,1553,1283414.0,1774738,4228,546353,1113,1,0,89,3802,1,2,0,10,401,1,0,0,11,4228,0,0,0,0,4228,0,0,0,0,4227,0,1,0,0,4228,0,0,0,0,4227,0,0,0,1,85,3741,401,1,0,0,176,118,20.146892655367232,11.0,554.6676880845224
357dd517,275,1373,739152.0,972607,2469,318705,784,0,0,27,2127,1,2,2,3,323,2,3,3,3,2469,0,0,0,0,2469,0,0,0,0,2469,0,0,0,0,2467,1,1,0,0,2469,0,0,0,0,131,2012,324,0,2,0,116,94,16.213675213675213,11.0,312.1338300825481
35a8b483,212,111,1465511.0,1582038,1535,116560,511,0,0,30,1439,0,1,1,3,79,0,0,3,9,1535,0,0,0,0,1535,0,0,0,0,1535,0,0,0,0,1535,0,0,0,0,1535,0,0,0,0,145,1320,70,0,0,0,62,108,19.984126984126984,10.0,666.4283194759386
360df630,416,522,1507849.0,1814719,3611,322752,1071,0,0,52,3134,5,4,3,15,422,5,6,5,12,3611,0,0,0,0,3611,0,0,0,0,3611,0,0,0,0,3608,2,1,0,0,3609,1,0,1,0,123,3048,437,0,3,0,190,101,14.968586387434556,8.0,351.74770428442196
361ba892,202,42,1557403.0,1706131,1710,150399,533,0,0,37,1532,3,0,1,1,168,3,0,0,2,1710,0,0,0,0,1710,0,0,0,0,1710,0,0,0,0,1710,0,0,0,0,1709,1,0,0,0,123,1418,169,0,0,0,90,53,14.604395604395604,13.0,145.62371694239823
361d0e8e,270,281,1617047.0,1780462,2040,166675,571,0,0,37,1843,0,1,1,2,187,0,1,1,4,2040,0,0,0,0,2040,0,0,0,0,2040,0,0,0,0,2040,0,0,0,0,2040,0,0,0,0,49,1804,187,0,0,0,77,92,22.141025641025642,12.0,554.2749835634453
36262fb9,264,169,1562835.0,1744364,2044,183447,755,0,0,27,1852,0,0,3,12,162,0,0,2,13,2044,0,0,0,0,2044,0,0,0,0,2044,0,0,0,0,2044,0,0,0,0,2044,0,0,0,0,263,1635,146,0,0,0,79,89,19.4625,15.0,338.29859374999995
363cff31,516,1364,1167095.0,1652661,3817,538063,1141,0,0,92,3345,0,0,0,3,461,0,0,0,8,3817,0,0,0,0,3817,0,0,0,0,3817,0,0,0,0,3817,0,0,0,0,3817,0,0,0,0,83,3280,454,0,0,0,178,86,17.335195530726256,11.0,317.9770294310415
3665bfcd,269,1176,1302976.0,1817767,4585,556131,2219,0,0,81,3914,49,22,15,15,507,33,13,4,13,4585,0,0,0,0,4585,0,0,0,0,4585,0,0,0,0,4571,10,3,0,1,4559,13,8,4,1,963,2914,693,0,15,0,220,80,12.190045248868778,7.0,214.8145615364141
36937fb5,312,165,1519942.0,1797333,2112,280796,511,0,0,28,1952,11,7,2,4,113,10,6,1,6,2112,0,0,0,0,2112,0,0,0,0,2112,0,0,0,0,2108,4,0,0,0,2112,0,0,0,0,74,1926,108,0,4,0,79,120,23.0875,14.0,642.1798437499999
36a25efa,392,793,849605.0,1105052,4804,266828,2698,0,0,60,4336,0,0,0,1,465,0,0,0,2,4804,0,0,0,0,4804,0,0,0,0,4804,0,0,0,0,4804,0,0,0,0,4804,0,0,0,0,1720,2620,464,0,0,0,160,91,15.285714285714286,9.0,270.4028393966282
36e03ded,462,1832,1436298.0,1747723,3396,363478,946,0,0,54,3021,1,1,3,10,349,1,0,1,9,3396,0,0,0,0,3396,0,0,0,0,3396,0,0,0,0,3396,0,0,0,0,3396,0,0,0,0,70,2977,349,0,0,0,112,111,25.36283185840708,21.0,509.3108309186311
370be0e8,713,1560,1351047.0,1779995,4707,488260,1229,0,0,100,4359,2,0,0,0,345,0,0,0,1,4707,0,0,0,0,4707,0,0,0,0,4707,0,0,0,0,4707,0,0,0,0,4707,0,0,0,0,111,4267,329,0,0,0,175,190,23.25,13.5,875.5170454545455
371354c9,337,585,1475328.0,1737721,2827,273413,825,0,0,59,2447,0,0,1,12,351,3,1,2,10,2827,0,0,0,0,2827,0,0,0,0,2827,0,0,0,0,2823,3,0,1,0,2827,0,0,0,0,60,2414,349,0,4,0,155,60,14.48076923076923,10.0,181.8393737672584
37677d9c,298,605,2335281.0,2494861,1986,176213,540,0,0,52,1825,0,1,2,3,148,0,1,0,6,1986,0,0,0,0,1986,0,0,0,0,1986,0,0,0,0,1986,0,0,0,0,1986,0,0,0,0,61,1775,150,0,0,0,98,82,16.939393939393938,10.0,326.64279155188245
37870635,432,1173,1503715.0,1794850,3426,340424,1013,0,0,40,3037,8,10,9,30,298,4,4,5,21,3426,0,0,0,0,3426,0,0,0,0,3426,0,0,0,0,3421,3,1,1,0,3426,0,0,0,0,217,2902,302,0,5,0,156,129,17.496815286624205,8.0,544.4028560996389
37938f0a,528,987,1244500.0,1687501,3256,494609,742,0,0,52,3148,2,1,0,5,92,1,2,0,5,3256,0,0,0,0,3256,0,0,0,0,3256,0,0,0,0,3256,0,0,0,0,3255,1,0,0,0,106,3060,90,0,0,0,109,194,26.836363636363636,12.0,1167.682314049587
37aad1c0,346,768,1471686.0,1756699,2928,297379,1056,0,0,24,2587,4,0,2,3,323,1,1,3,4,2928,0,0,0,0,2928,0,0,0,0,2928,0,0,0,0,2928,0,0,0,0,2928,0,0,0,0,390,2275,262,0,1,0,95,128,22.71875,12.0,730.5563151041666
37af08ac,507,629,1453607.0,1753814,3471,318174,870,0,0,83,3235,1,0,0,1,231,0,1,0,2,3471,0,0,0,0,3471,0,0,0,0,3471,0,0,0,0,3470,0,1,0,0,3471,0,0,0,0,55,3184,231,0,1,0,129,114,23.5,17.0,556.0192307692307
37d60336,354,706,1397780.0,1663894,3288,283240,1221,0,0,52,2922,4,6,7,9,314,6,5,6,9,3288,0,0,0,0,3288,0,0,0,0,3288,0,0,0,0,3284,3,1,0,0,3287,0,0,1,0,499,2487,298,0,4,0,126,94,18.590551181102363,11.0,435.9110918221836
37da53ba,244,319,1461671.0,1719198,2431,259576,993,1,0,27,1936,3,4,2,7,465,2,4,1,7,2431,0,0,0,0,2431,0,0,0,0,2431,0,0,0,0,2431,0,0,0,0,2431,0,0,0,0,195,1770,466,0,0,0,74,123,22.626666666666665,11.0,822.287288888889
3801ae95,404,257,1541735.0,1776117,2935,238399,744,0,0,57,2686,2,1,2,4,230,1,0,3,6,2935,0,0,0,0,2935,0,0,0,0,2935,0,0,0,0,2934,1,0,0,0,2934,0,0,1,0,64,2639,231,0,1,0,107,111,23.453703703703702,14.5,644.3774862825788
3814e70a,244,54,1577307.0,1755129,1902,178417,550,0,0,32,1686,2,0,1,5,199,2,0,1,6,1902,0,0,0,0,1902,0,0,0,0,1901,1,0,0,0,1902,0,0,0,0,1902,0,0,0,0,59,1643,199,1,0,0,104,83,14.657142857142857,10.0,301.44435374149657
3834adcb,370,1670,456413.0,671134,3056,272051,967,0,0,46,2760,1,1,0,0,290,1,0,1,2,3056,0,0,0,0,3056,0,0,0,0,3056,0,0,0,0,3055,1,0,0,0,3056,0,0,0,0,251,2514,290,0,1,0,86,135,27.919540229885058,19.0,801.6142158805654
38556f4b,271,641,1386962.0,1631195,2401,253256,915,0,0,37,1945,2,3,2,11,424,1,1,0,12,2401,0,0,0,0,2401,0,0,0,0,2401,0,0,0,0,2400,1,0,0,0,2401,0,0,0,0,97,1880,423,0,1,0,110,90,15.954954954954955,10.0,349.44842139436736
386de32e,500,3262,1255007.0,1769592,6917,530618,4189,0,0,59,6275,5,5,5,3,593,10,5,8,8,6917,0,0,0,0,6917,0,0,0,0,6914,2,0,1,0,6916,1,0,0,0,6911,5,0,1,0,2830,3458,624,3,2,0,238,82,13.476987447698745,9.0,213.81432397892192
38e46312,370,878,1396824.0,1681093,3573,298476,1394,0,0,70,2792,0,0,1,0,778,0,0,1,1,3573,0,0,0,0,3573,0,0,0,0,3573,0,0,0,0,3573,0,0,0,0,3573,0,0,0,0,68,2727,778,0,0,0,155,61,16.487179487179485,11.5,223.80111768573306
38fd0668,803,2118,1354725.0,1927643,6684,617429,1806,0,0,71,5919,2,2,6,8,729,3,0,5,10,6684,0,0,0,0,6684,0,0,0,0,6684,0,0,0,0,6682,1,0,1,0,6683,0,0,0,1,135,5850,697,0,2,0,210,235,26.729857819905213,17.0,1054.5763123020597
3919c54f,456,2352,1454877.0,1799069,5392,398605,1518,0,0,132,4805,7,6,5,9,522,9,8,11,10,5392,0,0,0,0,5392,0,0,0,0,5392,0,0,0,0,5382,6,1,3,0,5382,3,4,2,1,186,4666,530,0,10,0,200,142,22.223880597014926,12.0,641.4075889210662
3931a16a,498,204,1436380.0,1739659,3268,305164,900,0,0,54,3115,4,2,1,1,137,3,2,1,2,3268,0,0,0,0,3268,0,0,0,0,3268,0,0,0,0,3268,0,0,0,0,3268,0,0,0,0,226,2905,137,0,0,0,101,166,27.5,13.0,1118.5833333333333
3938f736,656,1331,1380119.0,1828796,5555,484183,1578,0,0,137,4903,4,7,6,6,601,4,9,8,7,5555,0,0,0,0,5555,0,0,0,0,5555,0,0,0,0,5550,2,3,0,0,5552,1,1,1,0,180,4760,603,0,12,0,300,110,14.817275747508306,10.0,308.5147846050265
393b3fa8,388,1732,984618.0,1375158,3842,432938,1443,2,0,31,3107,2,2,9,26,656,4,2,10,24,3842,0,0,0,0,3842,0,0,0,0,3842,0,0,0,0,3842,0,0,0,0,3842,0,0,0,0,460,2868,514,0,0,0,141,96,19.211267605633804,14.0,391.11029557627444
394aa22d,301,916,1371998.0,1728506,3341,374062,1408,0,0,57,2539,2,2,4,7,779,0,1,0,7,3341,0,0,0,0,3341,0,0,0,0,3341,0,0,0,0,3341,0,0,0,0,3341,0,0,0,0,103,2445,793,0,0,0,177,66,12.747191011235955,9.0,156.91923368261584
394c1342,305,2472,1431720.0,1802674,4050,456585,1763,0,0,56,2913,17,23,7,68,942,7,8,8,57,4050,0,0,0,0,4050,0,0,0,0,4050,0,0,0,0,4048,1,0,1,0,4047,0,1,2,0,301,2810,937,0,2,0,132,90,20.142857142857142,16.0,433.35553168635886
3965375d,214,19,1581872.0,1748405,1632,166582,643,0,0,28,1598,3,1,0,0,27,1,0,1,1,1632,0,0,0,0,1632,0,0,0,0,1632,0,0,0,0,1632,0,0,0,0,1632,0,0,0,0,387,1218,27,0,0,0,34,105,33.82857142857143,31.0,813.113469387755
3977377a,213,461,1424916.0,1627364,2336,205594,1057,0,0,13,1942,2,0,2,4,365,2,4,7,8,2336,0,0,0,0,2336,0,0,0,0,2335,0,0,0,1,2331,2,2,1,0,2335,0,0,0,1,530,1551,249,1,5,0,78,101,18.645569620253166,10.0,465.4186829033806
39bf6230,208,481,1577020.0,1793235,1724,245325,518,0,0,20,1558,5,1,0,3,136,10,4,1,6,1724,0,0,0,0,1724,0,0,0,0,1724,0,0,0,0,1718,4,2,0,0,1722,1,1,0,0,118,1470,130,0,6,0,89,107,15.355555555555556,7.5,454.69580246913586
39d8a62f,202,57,1626348.0,1764696,1477,139131,460,0,0,7,1359,2,1,1,2,104,2,1,1,4,1477,0,0,0,0,1477,0,0,0,0,1477,0,0,0,0,1477,0,0,0,0,1477,0,0,0,0,39,1343,95,0,0,0,49,132,25.88,16.0,772.7456
3a1281c8,502,1045,1395512.0,1784896,5366,416486,2476,0,0,54,4626,7,3,5,21,675,5,2,2,20,5366,0,0,0,0,5366,0,0,0,0,5366,0,0,0,0,5366,0,0,0,0,5366,0,0,0,0,1187,3509,670,0,0,0,219,100,14.959090909090909,9.0,275.1665082644628
3a1d42c9,556,1483,1380688.0,1747705,4545,405694,1273,0,0,93,4015,4,2,0,6,509,2,1,0,6,4545,0,0,0,0,4545,0,0,0,0,4545,0,0,0,0,4543,2,0,0,0,4544,0,0,0,1,77,3956,510,0,2,0,227,100,16.359649122807017,11.5,280.5285472453063
3a266257,111,14,1767059.0,1816150,734,49401,180,0,0,11,695,0,0,0,0,38,0,0,0,1,734,0,0,0,0,734,0,0,0,0,734,0,0,0,0,734,0,0,0,0,734,0,0,0,0,25,671,38,0,0,0,30,48,20.677419354838708,21.0,202.47658688865766
3a2e0bee,326,917,1417517.0,1786832,2360,406670,586,0,0,36,2194,2,1,0,2,154,2,1,1,3,2360,0,0,0,0,2360,0,0,0,0,2360,0,0,0,0,2359,1,0,0,0,2360,0,0,0,0,81,2124,154,0,1,0,76,176,26.5974025974026,14.0,1173.8509023444085
3a39504e,273,391,1497849.0,1729090,2405,239520,634,0,0,35,2158,2,3,3,8,214,2,2,6,7,2405,0,0,0,0,2405,0,0,0,0,2405,0,0,0,0,2404,1,0,0,0,2403,0,0,1,1,63,2130,211,0,1,0,106,106,18.91588785046729,11.0,449.3667569220018
3a5b6512,273,351,1442337.0,1638396,1970,207187,515,0,0,26,1795,1,2,3,2,155,3,3,3,3,1970,0,0,0,0,1970,0,0,0,0,1970,0,0,0,0,1969,1,0,0,0,1968,2,0,0,0,38,1773,158,0,1,0,53,138,31.85185185185185,21.5,1058.8299039780522
3a65a167,301,283,1444537.0,1723786,2126,285362,719,0,0,32,1882,2,4,3,9,202,2,3,4,15,2126,0,0,0,0,2126,0,0,0,0,2126,0,0,0,0,2126,0,0,0,0,2126,0,0,0,0,192,1747,187,0,0,0,75,114,22.013157894736842,14.0,648.512984764543
3a894e01,350,538,1487729.0,1754415,2722,286219,1038,0,0,28,2302,0,3,1,2,407,0,3,1,3,2722,0,0,0,0,2722,0,0,0,0,2722,0,0,0,0,2722,0,0,0,0,2722,0,0,0,0,177,2139,406,0,0,0,157,64,12.544303797468354,7.0,189.90626502163119
3a8c1895,408,290,1407878.0,1746927,2474,346916,620,0,0,34,2374,2,1,2,1,88,1,1,2,2,2474,0,0,0,0,2474,0,0,0,0,2474,0,0,0,0,2474,0,0,0,0,2474,0,0,0,0,111,2280,82,0,1,0,66,130,33.04477611940298,25.0,859.983069725997
3abc84bf,383,785,1486161.0,1782105,2832,317258,738,0,0,33,2584,0,0,3,9,220,0,1,2,13,2832,0,0,0,0,2832,0,0,0,0,2831,0,0,1,0,2832,0,0,0,0,2830,0,1,1,0,104,2510,217,1,0,0,119,108,19.933333333333334,13.0,445.3955555555555
3b16cdcc,395,1847,1421668.0,1728601,3614,379908,1336,0,0,31,2922,1,1,20,71,483,0,4,27,85,3614,0,0,0,0,3614,0,0,0,0,3612,0,0,0,2,3614,0,0,0,0,3612,0,0,0,2,391,2760,461,2,0,0,126,118,20.748031496062993,14.0,503.8892677785355
3b255c54,753,810,1336930.0,1621040,5077,303525,1415,0,0,81,4814,0,1,2,25,218,1,1,0,15,5077,0,0,0,0,5077,0,0,0,0,5077,0,0,0,0,5077,0,0,0,0,5077,0,0,0,0,352,4512,213,0,0,0,112,166,38.94690265486726,24.0,1860.669747043621
3b5cd2b2,1247,5042,1011582.0,1789411,10313,924671,3179,0,0,158,8796,1,0,0,10,1494,1,0,0,11,10313,0,0,0,0,10313,0,0,0,0,10313,0,0,0,0,10313,0,0,0,0,10313,0,0,0,0,158,8666,1489,0,0,0,312,174,26.69329073482428,18.0,779.5161530688279
3b664e22,425,594,1146624.0,1442436,2632,316077,640,0,0,60,2514,0,0,0,4,109,0,0,0,5,2632,0,0,0,0,2632,0,0,0,0,2632,0,0,0,0,2632,0,0,0,0,2632,0,0,0,0,64,2460,108,0,0,0,89,138,26.344444444444445,16.5,947.8702469135801
3b75532b,395,1317,1402600.0,1745569,5174,390129,2789,0,0,49,4716,1,0,3,18,414,4,1,2,15,5174,0,0,0,0,5174,0,0,0,0,5174,0,0,0,0,5172,1,0,1,0,5173,1,0,0,0,1908,2852,412,0,2,0,126,87,21.47244094488189,17.0,368.2019964039927
3bb7e7f4,238,145,1537245.0,1740726,2124,204540,610,0,0,32,1843,11,9,4,4,229,3,9,7,5,2124,0,0,0,0,2124,0,0,0,0,2123,1,0,0,0,2124,0,0,0,0,2120,0,2,2,0,70,1820,233,1,0,0,97,145,17.591836734693878,9.0,615.6089129529363
3bda31e6,216,221,1505247.0,1642954,1598,141254,527,0,0,22,1454,0,0,0,6,127,0,0,4,7,1598,0,0,0,0,1598,0,0,0,0,1598,0,0,0,0,1598,0,0,0,0,1598,0,0,0,0,47,1426,125,0,0,0,64,108,20.96923076923077,15.0,548.952899408284
3bfdb870,399,893,1542495.0,1788213,3425,262589,1050,0,0,57,2936,1,2,2,16,456,0,1,1,10,3425,0,0,0,0,3425,0,0,0,0,3425,0,0,0,0,3425,0,0,0,0,3424,0,0,1,0,118,2854,453,0,0,0,222,81,11.802690582959642,6.0,218.43640531681717
3c1538c7,284,108,1594480.0,1791855,2205,198749,744,1,0,32,1922,7,10,2,14,219,7,11,2,11,2205,0,0,0,0,2205,0,0,0,0,2205,0,0,0,0,2204,0,1,0,0,2205,0,0,0,0,106,1884,214,0,1,0,110,83,15.981981981981981,9.0,302.7564321077834
3c3605d7,517,1140,1302148.0,1730123,3750,452831,1359,0,0,58,3184,12,22,44,126,156,5,20,53,128,3750,0,0,0,0,3750,0,0,0,0,3750,0,0,0,0,3750,0,0,0,0,3750,0,0,0,0,631,2984,135,0,0,0,104,111,27.438095238095237,20.0,736.5890249433107
3c417fd5,542,440,1434582.0,1759428,4524,335855,1369,0,0,56,4257,5,5,6,8,212,6,7,7,11,4524,0,0,0,0,4524,0,0,0,0,4523,1,0,0,0,4521,2,0,1,0,4521,0,2,0,1,425,3877,216,1,5,0,122,166,30.536585365853657,18.0,1339.4681737061273
3c53bfa0,295,1091,1518308.0,1799870,2887,308046,946,0,0,39,2396,9,6,4,13,432,3,6,6,12,2887,0,0,0,0,2887,0,0,0,0,2887,0,0,0,0,2883,3,0,1,0,2887,0,0,0,0,136,2316,429,0,6,0,141,84,15.32394366197183,10.0,277.7964689545725
3c79be4b,302,738,1586188.0,1780480,3601,208594,1910,0,0,51,3298,0,4,0,5,282,0,3,1,8,3601,0,0,0,0,3601,0,0,0,0,3601,0,0,0,0,3600,0,0,1,0,3601,0,0,0,0,1267,2053,280,0,1,0,84,121,23.176470588235293,16.0,628.7570934256056
3c837aa3,214,134,1523773.0,1657177,1384,137665,373,0,0,17,1273,1,2,0,0,105,1,1,0,1,1384,0,0,0,0,1384,0,0,0,0,1384,0,0,0,0,1384,0,0,0,0,1384,0,0,0,0,58,1243,83,0,0,0,51,107,22.942307692307693,19.0,460.592825443787
3c957930,314,461,1225052.0,1693754,2694,484192,710,0,0,67,2386,7,7,5,10,260,8,3,3,5,2694,0,0,0,0,2694,0,0,0,0,2694,0,0,0,0,2686,7,1,0,0,2692,1,1,0,0,91,2332,261,0,10,0,155,111,13.961538461538462,7.0,271.97287968441816
3cb3b607,177,515,1422801.0,1639172,1887,217761,944,0,0,19,1285,4,1,0,3,593,0,0,0,1,1887,0,0,0,0,1887,0,0,0,0,1881,3,0,0,3,1887,0,0,0,0,1887,0,0,0,0,193,1140,548,6,0,0,57,98,18.67241379310345,9.5,529.3582045184305
3cc2d640,968,2182,1255760.0,1783230,6355,563863,1884,0,0,116,5722,0,1,4,6,609,3,1,4,5,6355,0,0,0,0,6355,0,0,0,0,6355,0,0,0,0,6354,1,0,0,0,6353,1,0,1,0,160,5584,610,0,1,0,273,126,19.386861313868614,14.0,421.9963237252917
3cffdc8a,509,360,1506805.0,1761316,3240,260060,1015,0,0,68,3081,0,1,0,0,156,0,1,0,1,3240,0,0,0,0,3240,0,0,0,0,3240,0,0,0,0,3240,0,0,0,0,3240,0,0,0,0,156,2928,156,0,0,0,115,101,24.25,20.5,468.56681034482756
3d1f8204,264,279,1552570.0,1743044,2217,197193,750,0,0,24,1949,2,1,0,1,260,1,1,0,2,2217,0,0,0,0,2217,0,0,0,0,2217,0,0,0,0,2217,0,0,0,0,2217,0,0,0,0,49,1915,253,0,0,0,115,118,15.517241379310345,9.5,376.1462544589774
3d24cd53,416,526,1499296.0,1836927,3162,350249,954,0,0,77,2812,5,13,5,8,290,4,7,8,10,3162,0,0,0,0,3162,0,0,0,0,3162,0,0,0,0,3162,0,0,0,0,3162,0,0,0,0,179,2694,289,0,0,0,123,117,20.733870967741936,11.0,664.0501430801247
3d6b15dd,460,1035,1392157.0,1763543,4346,404917,1184,0,0,65,3777,0,2,0,8,546,0,2,1,10,4346,0,0,0,0,4346,0,0,0,0,4346,0,0,0,0,4346,0,0,0,0,4342,0,0,1,3,50,3747,549,0,0,0,215,258,16.35185185185185,11.0,527.9780521262003
3d95f52a,527,54,1504078.0,1739037,2873,235933,624,0,0,40,2830,0,0,1,1,38,0,0,1,2,2873,0,0,0,0,2873,0,0,0,0,2873,0,0,0,0,2873,0,0,0,0,2873,0,0,0,0,37,2799,37,0,0,0,55,225,49.0,22.5,2810.3214285714284
3dccb44b,269,278,1542046.0,1739790,2520,200338,828,0,0,25,2091,1,0,3,7,408,0,0,2,8,2520,0,0,0,0,2520,0,0,0,0,2520,0,0,0,0,2520,0,0,0,0,2520,0,0,0,0,52,2046,422,0,0,0,141,60,13.415492957746478,11.0,176.3837036302321
3de6dde6,520,246,1197914.0,1588027,3499,395018,930,0,0,78,3299,0,0,1,5,190,0,2,0,2,3499,0,0,0,0,3499,0,0,0,0,3499,0,0,0,0,3499,0,0,0,0,3497,0,2,0,0,146,3160,193,0,0,0,154,118,19.393548387096775,10.0,587.6322164412071
3deab542,332,1203,1292442.0,1497040,2070,251584,492,0,0,55,2006,0,0,0,0,61,1,1,0,1,2070,0,0,0,0,2070,0,0,0,0,2070,0,0,0,0,2070,0,0,0,0,2069,0,1,0,0,72,1936,62,0,0,0,46,180,40.212765957446805,28.0,1812.805794477139
3e0aa9dd,501,563,1274755.0,1693335,3851,431849,1256,0,0,43,3467,0,1,2,4,368,0,1,4,4,3851,0,0,0,0,3851,0,0,0,0,3851,0,0,0,0,3849,0,0,1,0,3851,0,0,0,0,279,3202,368,0,2,0,169,77,17.841176470588234,14.0,252.8159515570934
3e10785d,217,43,3681275.0,3914925,1470,235278,415,0,0,24,1390,0,0,1,0,77,0,0,1,1,1470,0,0,0,0,1470,0,0,0,0,1470,0,0,0,0,1470,0,0,0,0,1470,0,0,0,0,85,1302,83,0,0,0,63,84,19.375,13.0,331.546875
3e2b4048,252,47,1557918.0,1793162,1599,235920,322,0,0,20,1564,2,0,0,0,30,2,0,0,1,1599,0,0,0,0,1599,0,0,0,0,1599,0,0,0,0,1599,0,0,0,0,1599,0,0,0,0,5,1564,30,0,0,0,18,218,81.36842105263158,84.0,4092.7590027700826
3e3303e5,479,758,1465645.0,1765595,4773,305332,1698,0,0,67,3998,1,0,7,16,723,2,1,4,21,4773,0,0,0,0,4773,0,0,0,0,4772,0,0,1,0,4773,0,0,0,0,4770,0,1,2,0,353,3678,741,1,0,0,124,147,28.44,17.0,1025.0464
